video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
H1KBHFXm2Bg,17.14.11,"21 Savage - Bank Account (Official Music Video)","21 Savage",10,2017-11-10T19:00:02.000Z,"21 savage"|"bank account"|"21 savage bank account"|"bank account 21 savage"|"bank account official"|"bank account 2017"|"bank account official music video"|"bank account music video"|"21 savage official"|"21 savage 2017"|"21 savage music"|"21 savage songs"|"21 savage music video"|"21 savage official music video"|"rap"|"hip hop"|"trap"|"music"|"atlanta rap"|"atlanta"|"atlanta hip hop"|"atlanta trap"|"mike epps",5068229,263596,8585,28976,https://i.ytimg.com/vi/H1KBHFXm2Bg/default.jpg,False,False,False,"Watch the official music video of Bank Account by 21 Savage.\n\nDownload/stream 'Issa Album' here:\nhttp://smarturl.it/IssaAlbum_DSPs\n\nDirected by Swinsky\n\nSubscribe to 21 Savage's official channel for exclusive music videos and behind the scenes footage: http://bit.ly/Subscribe-to-21Savage\n\nFollow 21 Savage:\nhttp://21Savage.com\nhttp://twitter.com/21Savage\nhttp://instagram.com/21Savage\nhttp://facebook.com/21Savage"
U3xLOo-CNwo,17.14.11,"12 Weird Ways To Sneak Food Into Class / Back To School Pranks","Troom Troom",26,2017-11-12T15:00:05.000Z,"sneak food"|"how to sneak food into class"|"class hacks"|"school food"|"food in class"|"sneak food into class"|"how to sneak food into school"|"take food to school"|"weird school supplies"|"school pranks"|"back to school"|"hide food"|"eating in class"|"ways to sneak food into class"|"how to sneak food in class"|"how to sneak food in school"|"best school pranks"|"back to school pranks"|"prank"|"school",3153224,28451,2285,3312,https://i.ytimg.com/vi/U3xLOo-CNwo/default.jpg,False,False,False,"Subscribe Here: http://bit.ly/2uaz0on\n12 Hot Glue Gun Life Hacks For Crafting: https://youtu.be/RVrUIQAFldU?list=PLy0LaulZe0vSljAapkasaxsIKJp7I-7j0\nIn this video we will continue the theme of weird ways to sneak food into class! We've invented new ways of how to cheat the teacher. There should be no more boredom and hunger in the class!\n\nSupplies and Tools:\n• Candies and cookies\n• Pencil sharpener\n• Notepaper holder\n• Color and scrapbook paper\n• Ruler\n• Craft knife\n• Ziploc bags\n• Felt\n• Marker\n• Hole puncher\n• Ribbon\n• Donut images\n• Hot glue gun\n• Empty school supply containers\n• Wipes \n• Scissors\n• Fanta\n• Funnel\n• Air dry clay\n• Acrylic paint\n• Sponge\n• Stationery holders\n• Jam\n• Pen\n• Tic-Tac \n\nMusic:\nBest Future House Mix 2017 Vol. 1 by Uroš is licensed under a Creative Commons 3.0 Unported License.\nSource: https://soundcloud.com/urosfuturehouse/best-future-house-mix-2017-vol-1  \n\nWatch More Troom Troom: \nPopular Videos:\n18 Funny Pranks! Prank Wars! https://youtu.be/yWazGzCNtJ4\n11 DIY Edible Makeup Ideas/11 Funny Pranks https://youtu.be/kewz3hF63Xo\n14 Weird Ways To Sneak Food Into Class / Back To School Pranks https://youtu.be/W5p2ndS34vA\nDIY Slime Stress Ball— 5 Ideas https://youtu.be/3VH6KeJn-XA\n11 DIY Edible School Supplies / Pranks For Back To School! https://youtu.be/ZMnz2hfmubs\n\nPopular Playlists:\nFunny Pranks: https://www.youtube.com/playlist?list...\nBack to School: https://www.youtube.com/playlist?list...\nLife Hacks: https://www.youtube.com/playlist?list...\nDIY Cosmetics: https://www.youtube.com/playlist?list...\nAwesome Slimes: https://www.youtube.com/playlist?list...\n\nFollow Troom Troom:\nSubscribe: http://bit.ly/2uaz0on\nInstagram: http://bit.ly/2t0BsOK\nFacebook: http://bit.ly/2uf2qTb\nPinterest: http://bit.ly/2tFz9iT\n\nTroom Troom Español: \nSubscribe: http://bit.ly/2uaqyFo\n\nTroom Troom Française:\nSubscribe: http://bit.ly/2vnYmfc\n\nTroom Troom Russian: \nSubscribe: http://bit.ly/2tEWWiQ\n\nTroom Troom Deutsch:\nSubscribe: http://bit.ly/2wo0oOR\n\nTroom Troom Japanese:\nSubscribe: http://bit.ly/2xK2mZv\n\nAbout Troom Troom: \nEasy DIY how to video tutorials. DIY Accessories, Scrapbooking Cards, Home Décor, Make Up Tutorials, Life Hacks, and MUCH more! Make it easy! \n\nFor any business enquires please contact me at: troomtroomdiy@gmail.com\n\nQuestion of the Day: what idea you liked the most? Comment Below!\n\nDon’t forget to turn on notifications, like, & subscribe!"
FyZMnhUtLfE,17.14.11,"猎场 | Game Of Hunting 12【TV版】（胡歌、張嘉譯、祖峰等主演）","大劇獨播",1,2017-11-12T16:00:01.000Z,"電視劇"|"大陸電視劇"|"猎场"|"职场"|"商战"|"爱情"|"都市"|"胡歌"|"陈龙"|"孙红雷"|"张嘉译"|"祖峰"|"李强"|"胡兵"|"菅纫姿"|"万茜"|"章龄之"|"徐阁"|"柯蓝"|"罗海琼"|"王茜"|"董勇"|"赵立新"|"huge"|"chenlong"|"sunhonglei"|"zhangjiayi"|"zufeng"|"liqiang"|"hubing"|"wanqian"|"zhanglingzhi"|"zhaolixin",158815,218,30,186,https://i.ytimg.com/vi/FyZMnhUtLfE/default.jpg,False,False,False,"Thanks for watching the drama! Help more people watch [Game Of Hunting] by contributing subtitles. Details here: https://goo.gl/q8oOgq 喜歡 [獵場] 嗎？幫助我們上字幕，讓更多觀眾可以欣賞這部好劇！\n\n【歡迎訂閱大劇獨播官方頻道YouTube頻道】\nhttps://goo.gl/bXGIIs\n\n該劇講述了一個高級獵頭在商界中縱橫捭闔、在情感上命運多舛的故事。\n\n★《獵場》——胡歌領銜演繹狼性職場悍將 與孫紅雷、張嘉譯同臺飆戲【歡迎訂閱】\nhttps://goo.gl/8PkYmN\n\n★《那年花開月正圓》 —— 孫儷變身女首富 聯手陳曉上演虐心催淚大戲【歡迎訂閱】\nhttps://goo.gl/9cFiDv\n\n★《我們的愛》—— 靳東顛覆首演“鳳凰男” 和童蕾陷入感情糾葛【歡迎訂閱】\nhttps://goo.gl/a1bkPp\n\n★《無心法師2》 —— 韓東君、陳瑤亦敵亦友 王彥霖不忘初心迴歸【歡迎訂閱】\nhttps://goo.gl/ZiGH7M\n\n★《宮鎖珠帘》—— 杜淳袁姍姍虐戀升級 陳曉趙麗穎再續前緣【歡迎訂閱】\nhttps://goo.gl/Vy6qzA\n\n★《跨界喜剧王第二季》——葛优领衔喜剧三巨头 “吐槽”新模式引期待【欢迎订阅】\nhttps://goo.gl/BTmsPB\n\n★《龍珠傳奇之無間道》——秦俊傑雙面康熙 楊紫戲裏戲外甜虐眾人【歡迎訂閱】\nhttps://goo.gl/1MBDKO\n\n★《雞毛飛上天》——張譯殷桃一同斬獲白玉蘭視帝視後【歡迎訂閱】\nhttps://goo.gl/4wiaLB"
7MxiQ4v0EnE,17.14.11,"Daang ( Full Video ) | Mankirt Aulakh | Sukh Sanghera | Latest Punjabi Song 2017 | Speed Records","Speed Records",10,2017-11-11T16:41:15.000Z,"punjabi songs"|"punjabi bhangra"|"punjabi music"|"punjabi bhangra music"|"punjabi latest songs"|"punjabi romantic songs"|"punjabi sad songs"|"punjabi"|"bhangra"|"latest punjabi songs 2017"|"punjab"|"desi"|"speed records"|"mankirt new song"|"daang"|"sukh sanghera"|"deep kahlon"|"mankirt aulakh",5718766,127477,7134,8063,https://i.ytimg.com/vi/7MxiQ4v0EnE/default.jpg,False,False,False,"Song - Daang\nSinger - Mankirt Aulakh\nFacebook - https://www.facebook.com/mankirtaulakh\nInstagram - https://www.instagram.com/mankirtaulakh\nSnapchat - Mankirtaulakh\nMusic - MixSingh \nLyrics - Deep Kahlon\nSpecial Thanks - Sanjeev Sharma\nProject By - Gurpreet Khetla\nVideo - Sukh Sanghera\nOnline Promotion - Gold Media\nLabel - Speed Records \n\nItunes - http://abc.digital/dng1\nApple Music - http://abc.digital/dng2\nHungam - http://bit.ly/2jmDowU\nSaavn - http://bit.ly/2zF50S5\nGaana - http://bit.ly/2AyGxNF\n\nLike || Share || Spread || Love \n  \nEnjoy & stay connected with us!\n► Subscribe to Speed Records : http://bit.ly/SpeedRecords\n► Like us on Facebook: https://www.facebook.com/SpeedRecords\n► Follow us on Twitter: https://twitter.com/Speed_Records\n► Follow us on Instagram: https://instagram.com/Speed_Records\n► Follow on Snapchat : https://www.snapchat.com/add/speedrecords\n  \nVirasat Facebook Link - https://m.facebook.com/Virasat-152196...\nOops TV Facebook Link - https://m.facebook.com/oopstvfun/\n\nFoodies -\nInstagram - http://instagram.com/speedfoodies\nFacebook - http://bit.ly/2yvcBB9\nSnapchat - https://www.snapchat.com/add/officialfoodies\n\nPoon Poon - \nSnapchat- https://www.snapchat.com/add/poonpoon0001\nYoutube-  youtube.com/channel/UC82dRFIxmjA293G7tYunPWQ\nFacebook - https://www.facebook.com/officialpoonpoon\nInstagram - https://instagram.com/poonpoonofficial"
LUzsOyWp9lw,17.14.11,"YOUTUBERS REACT TO TOP 10 TWITTER ACCOUNTS OF ALL TIME","FBE",24,2017-11-12T22:00:01.000Z,"twitter"|"top 10"|"Taylor Swift"|"YOUTUBERS REACT TO TOP 10 MOST FOLLOWED TWITTER ACCOUNTS"|"Rihanna"|"Cristiano Ronaldo"|"Lady Gaga"|"Katy Perry"|"Justin Timberlake"|"Justin Bieber"|"Barack Obama"|"Ellen DeGeneres"|"reacts"|"reaction"|"reactions"|"youtubers react"|"thefinebros"|"fine brothers"|"fine brothers entertainment"|"FBE"|"reviews"|"teens react"|"kids react"|"adults react"|"iisuperwomanii"|"merrelltwins"|"dangmattsmith"|"CollinsKey"|"youtubers"|"react"|"elders react"|"watch"|"fine bros",960747,31810,668,5335,https://i.ytimg.com/vi/LUzsOyWp9lw/default.jpg,False,False,False,"CLICK TO SUBSCRIBE TO THE YOUTUBERS IN THIS EPISODE! \nhttps://goo.gl/gc95Mj\nSUBSCRIBE THEN HIT THE 🔔! New Videos 2pm PT on FBE http://goo.gl/aFu8C\nWatch all main React episodes: http://goo.gl/4iDVa\n\nThe YouTubers try to guess the correct order of the top 10 most followed Twitter accounts! Watch to see their reactions!\n\nContent Featured:\nRihanna\nhttps://twitter.com/rihanna\n\nCristiano Ronaldo\nhttps://twitter.com/Cristiano\n\nLady Gaga\nhttps://twitter.com/ladygaga\n\nKaty Perry\nhttps://twitter.com/katyperry\n\nJustin Timberlake\nhttps://twitter.com/jtimberlake\n\nJustin Bieber\nhttps://twitter.com/justinbieber\n\nBarack Obama\nhttps://twitter.com/BarackObama\n\nEllen DeGeneres\nhttps://twitter.com/TheEllenShow\n\nTaylor Swift\nhttps://twitter.com/taylorswift13\n\nYouTube\nhttps://twitter.com/YouTube\n\n\nFBE’s goal is to credit the original links to the content featured in its shows. If you see incorrect or missing attribution please reach out to credits@finebrosent.com\n\nYouTubers Featured:\nCollins Key\nhttps://www.youtube.com/CollinsKey\n\nDANGMATTSMITH\nhttps://www.youtube.com/dangmattsmith\n\nGuava Juice\nhttp://youtube.com/guavajuice\n\nLilly Singh\nhttps://www.youtube.com/iisuperwomanii\n\nBlaire Fowler\nhttps://www.youtube.com/juicystar07\n\nMatPat & Stephanie\nhttps://www.youtube.com/MatthewPatrick13\nhttp://youtube.com/GTLive\n\nVeronica & Vanessa Merrell\nhttps://www.youtube.com/merrelltwins\n\nSteven Suptic & Cib\nhttp://www.youtube.com/c/sugarpine7\n\nMERCH 👕 https://www.shopfbe.com\n\nFollow Fine Brothers Entertainment:\nFBE WEBSITE: http://www.finebrosent.com\nFBE CHANNEL: http://www.youtube.com/FBE\nREACT CHANNEL: http://www.youtube.com/REACT\nBONUS CHANNEL: https://www.youtube.com/FBE2\nFACEBOOK: http://www.facebook.com/FBE\nFACEBOOK: http://www.facebook.com/FBEShows\nTWITTER: http://www.twitter.com/fbe\nINSTAGRAM: http://www.instagram.com/fbe\nSNAPCHAT: https://www.snapchat.com/add/finebros\nSOUNDCLOUD: https://soundcloud.com/fbepodcast\niTUNES (Podcast): https://goo.gl/DSdGFT\nGOOGLE PLAY (Podcast): https://goo.gl/UhL6bk\nMUSICAL.LY: @fbe\n\nSEND US STUFF:\nFBE\nP.O. BOX 4324\nValley Village, CA 91617-4324\n\nCreators & Executive Producers - Benny Fine & Rafi Fine\nHead of Post Production - Nick Bergthold\nSr. Associate Producer - Kyle Segal\nAssociate Producer - Ethan Weiser, Vartuhi Oganesyan\nJr. Associate Producer - JC Chavez\nProduction Coordinator - Cynthia Garcia\nStudio Technician - Josh Hilton\nProduction Assistant -Lauren Hutchinson, Oscar Ramos\nEditor - Alyssa Salter\nAssistant Editor - Andre Gardere, Lizzy Siskind\nDirector of Production - Drew Roder\nAssistant Production Coordinator - Kristy Kiefer\nPost Supervisor - Adam Speas, David Valbuena\nSet Design - Melissa Judson\nMusic - Cormac Bluestone http://www.youtube.com/cormacbluestone\n\n© Fine Brothers Entertainment.\n\nYouTubers React #199 - YOUTUBERS REACT TO TOP 10 TWITTER ACCOUNTS OF ALL TIME"
AS9-ITLhQxo,17.14.11,"I Hired An MI6 Spy To Help Me Disappear","BuzzFeedBlue",22,2017-11-11T16:00:44.000Z,"buzzfeed"|"buzzfeedblue"|"outsmarted"|"outsmart"|"mi6"|"spy"|"agent"|"operative"|"disappear"|"escape"|"run"|"outrun"|"mike"|"chase"|"hide"|"disguise"|"pregnant"|"danger"|"comedy"|"unscripted"|"private"|"investigator"|"pi"|"detective"|"escaping"|"espionage"|"investigation"|"funny"|"challenge",1531218,53961,1697,4277,https://i.ytimg.com/vi/AS9-ITLhQxo/default.jpg,False,False,False,"In the Outsmarted finale, Mike trains with an MI6 agent and tries losing a private investigator following him. \n\nCredits: https://www.buzzfeed.com/bfmp/videos/30768\n\nCheck out more awesome videos at BuzzFeedBlue!\nhttps://bit.ly/YTbuzzfeedvideo\nhttps://bit.ly/YTbuzzfeedblue1\nhttps://bit.ly/YTbuzzfeedviolet\n\nGET MORE BUZZFEED:\nhttps://www.buzzfeed.com\nhttps://www.buzzfeed.com/videos\nhttps://www.youtube.com/buzzfeedvideo\nhttps://www.youtube.com/boldly\nhttps://www.youtube.com/buzzfeedblue\nhttps://www.youtube.com/buzzfeedviolet\nhttps://www.youtube.com/perolike\nhttps://www.youtube.com/ladylike\n\nBuzzFeedBlue\nSports, video games, Unsolved & more epic daily videos!\n\nEXTERNAL CREDITS\nP.J. Red Riley\nhttps://www.kissesfromnimbus.com/\n+\nKen Childs\nhttp://www.licensed-investigator.com/\n+\nEmerson College\nhttp://www.emerson.edu/\n+\nVeronica Warner\nhttps://www.instagram.com/raynebeauxxx/\n+\nSarah Elizabeth Bakman\nhttp://www.imdb.com/name/nm9275422/\n+\nAnthony Marks\nhttp://ohanthony.com/\n\n\nMUSIC\nBACK IN THE SADDLE SOON\nLicensed via Warner Chappell Production Music Inc.\nFINGERPRINTS\nLicensed via Warner Chappell Production Music Inc.\nMACON BY MIDNIGHT\nLicensed via Warner Chappell Production Music Inc.\nSTRESS FRACTURE\nLicensed via Warner Chappell Production Music Inc.\nHYBRID FORCES\nLicensed via Warner Chappell Production Music Inc.\nSEARCH AND DESTROY\nLicensed via Warner Chappell Production Music Inc.\nBOTH SIDES AGAINST THE OTHER\nLicensed via Warner Chappell Production Music Inc.\nRECKLESS DEPARTURE\nLicensed via Warner Chappell Production Music Inc.\nSTORM SHADOW PULSAR\nLicensed via Warner Chappell Production Music Inc.\nATTACK DOG HIT A\nLicensed via Warner Chappell Production Music Inc.\nEXHAUST FUMES\nLicensed via Warner Chappell Production Music Inc.\nEPIC COUNTDOWN\nLicensed via Warner Chappell Production Music Inc.\n2 SECOND DELAY\nLicensed via Warner Chappell Production Music Inc.\nPRESSURE IS ON\nLicensed via Warner Chappell Production Music Inc.\nOVERTAKE\nLicensed via Warner Chappell Production Music Inc.\nRISE 6\nLicensed via Warner Chappell Production Music Inc.\nEVASION\nLicensed via Warner Chappell Production Music Inc.\nSHOCK CORRIDOR\nLicensed via Warner Chappell Production Music Inc.\nHARD HIT COVERT TIES\nLicensed via Warner Chappell Production Music Inc.\nVEXATION\nLicensed via Warner Chappell Production Music Inc.\nIT CAME FROM THE TAR PITS\nLicensed via Warner Chappell Production Music Inc.\nPULL\nLicensed via Warner Chappell Production Music Inc.\nIMPCT PRIME NUMBER\nLicensed via Warner Chappell Production Music Inc.\nTIGHT BUTTOCKS\nLicensed via Warner Chappell Production Music Inc.\nGNEISS\nLicensed via Warner Chappell Production Music Inc.\nIMPACT FULL MIX ALT KEY G\nLicensed via Warner Chappell Production Music Inc.\nSHORT RISE IN SPACE 14\nLicensed via Warner Chappell Production Music Inc.\nBLACK OPS MISSION\nLicensed via Warner Chappell Production Music Inc.\nHEARTHFIRE\nLicensed via Warner Chappell Production Music Inc.\nANIMUS\nLicensed via Warner Chappell Production Music Inc.\nSUSPICION\nLicensed via Warner Chappell Production Music Inc.\nORCHESTRAL BLAST\nLicensed via Warner Chappell Production Music Inc.\nFINAL VERDICT\nLicensed via Warner Chappell Production Music Inc.\n\nSTILLS\nCowboy Worker Handlebar Moustache\nBlake Little/Getty Images\nSilos And Wooden Barn Needing Paint in Ridgley, Maryland, USA\nVW Pics/Getty Images"
gifPYwArCVQ,17.14.11,"Fake Pet Smart Employee Prank!","NELK",23,2017-11-13T01:30:01.000Z,"prank"|"pranks"|"nelk"|"nelkfilmz"|"nelkfilms",557883,44558,621,9619,https://i.ytimg.com/vi/gifPYwArCVQ/default.jpg,False,False,False,"3 Days left to cop NELK merch: https://nelk.ca\n\nFollow us on Instagram!\n@nelkboys\n\nNELK\nTwitter: https://twitter.com/NelkFilmz\nInstagram: https://www.instagram.com/nelkboys/\nSnapchat: nelkfilmz\n\nALL THE FIRE MUSIC BY:\nInstagram - @StanBeats\nStolen Identity - KILLY\n\nIntro and Outro Shot by: @leecreated\n\nFILMER:\nInstagram - @905shooter"
8NHA23f7LvU,17.14.11,"Jason Momoa Wows Hugh Grant With Some Dothraki | The Graham Norton Show","The Graham Norton Show",24,2017-11-10T19:06:23.000Z,"Graham Norton"|"Graham Norton Show Official"|"Entertainment"|"Chat Show"|"Graham Norton full episodes"|"the graham Norton show full eps"|"graham Norton full eps"|"watch graham Norton online"|"jason momoa"|"hugh grant"|"sarah millican"|"kelly clarkson"|"graham norton red chair"|"game of thrones",1496225,16116,236,605,https://i.ytimg.com/vi/8NHA23f7LvU/default.jpg,False,False,False,"I think Sarah Millican was very excited for this!\nSubscribe for weekly updates: http://www.youtube.com/subscription_center?add_user=officialgrahamnorton"
fy-CuCzaPp8,17.14.11,"Rooster Teeth Animated Adventures - Drunk Baby Sitting","Rooster Teeth",1,2017-11-13T14:00:03.000Z,"Rooster Teeth"|"RT"|"animation"|"television"|"filmmaking"|"games"|"video games"|"comics"|"austin"|"texas"|"production"|"movies"|"web series"|"RTAA"|"Animated Adventures"|"animated"|"stick figures"|"short"|"sketch"|"skit"|"comedy"|"humor"|"real life animated"|"jordan cwierz"|"storytelling"|"personal"|"embarrassing"|"history"|"Miles Luna"|"Chris Demarais"|"Blain Gibson"|"Barbara Dunkelman"|"drunk"|"babysitting"|"funny"|"barf"|"sick"|"tipsy"|"kicking"|"ashley"|"punching"|"Jessica"|"Ellie"|"watch"|"work"|"trust"|"friendship"|"you know what i mean"|"sleep",308568,19541,70,495,https://i.ytimg.com/vi/fy-CuCzaPp8/default.jpg,False,False,False,"Miles gets stuck at work one night watching over drunk Chris and Blaine. Some remember it better than others. Join FIRST to watch episodes early: http://bit.ly/2uRn6Ox\n\nAudio from Rooster Teeth Podcast #398\nhttp://roosterteeth.com/episode/rt-podcast-2016-398\n\n» Get your RTAA merch: http://bit.ly/2tRKzOf\n» Subscribe: http://bit.ly/13y3Gum\n\nAnimated and Directed by: Andrew Lhotsky\n\nAbout Rooster Teeth Animated Adventures:\nThe animated shenanigans of the Rooster Teeth staff. Audio taken from various Rooster Teeth podcasts.\n\nMore Rooster Teeth:\n» Achievement Hunter: http://bit.ly/AHYTChannel \n» Let's Play: http://bit.ly/1BuRgl1 \n» Red vs. Blue: http://bit.ly/RvBChannel\n\nhttps://www.youtube.com/user/RoosterTeeth"
kzwfHumJyYc,17.14.11,"Sharry Mann: Cute Munda ( Song Teaser) | Parmish Verma | Releasing on 17 November","Lokdhun Punjabi",1,2017-11-12T12:20:39.000Z,"sharry mann"|"sharry mann new song"|"sharry mann cute munda"|"sharry mann latest song"|"sharry mann punjabi song 2017"|"parmish verma"|"parmish verma new song"|"parmish verma sharry mann"|"parmish verma sharry mann new song"|"parmish verma cute munda"|"new punjabi song 2017"|"punjabi song 2017"|"parmish verma new song 2017"|"parmish verma latest song 2017"|"punjabi songs 2017",1096327,33966,798,882,https://i.ytimg.com/vi/kzwfHumJyYc/default.jpg,False,False,False,"Presenting Sharry Mann latest Punjabi Song  Cute Munda Teaser . The music of new punjabi song is given by Gift Rulers while lyrics are penned by Zaildar Pargat Singh. The video is directed by Parmish Verma. \nEnjoy and stay connected with us!! \n\nSong : Cute Munda\nSinger : Sharry Mann\nStarring : Sharry Mann, Rumman & Parmish Verma\nMusic : Gift Rulers\nLyrics : Zaildar Pargat Singh\nConcept, Screenplay & Direction : Parmish Verma\nOnline Promotions : Gold Media\nCopyright: Lokdhun\n\nFull Song Releasing on 17th November\n\n\nFor more new Punjabi songs, latest Punjabi videos, funny Punjabi comedy scenes and new Punjabi movies, subscribe our channel - http://goo.gl/NnoXVB\n\n\nLike us on Facebook - https://www.facebook.com/LokdhunPunjabiOfficial/\nFollow us on Twitter - https://twitter.com/lokdhunpunjabi\nFollow us on Instagram - https://www.instagram.com/lokdhunpunjabi\nVisit us on https://www.lokdhun.com"
nc99ccSXST0,17.14.11,"5 Ice Cream Gadgets put to the Test","CrazyRussianHacker",28,2017-11-12T21:50:37.000Z,"5 Ice Cream Gadgets"|"Ice Cream"|"Cream Sandwich Maker"|"gadgets"|"gadget review"|"review"|"unboxing"|"kitchen gadgets"|"Gadgets put to the Test"|"testing"|"10 Kitchen Gadgets"|"7 Camping Coffee Gadgets"|"10 Kitchen Gadgets put to the Test",817732,23663,778,3432,https://i.ytimg.com/vi/nc99ccSXST0/default.jpg,False,False,False,"Ice Cream Pint Combination Lock - http://amzn.to/2ACipdI\nMini Ice Cream Sandwich Maker - http://amzn.to/2ACiX3g\nMotorized Ice Cream Cone - http://amzn.to/2jkrYdg\nBall Ice Cream Maker - http://amzn.to/2AEbtwE\nScoop and Stack - http://amzn.to/2zEMhGo\n\nSubscribe to: \n2nd channel - https://www.youtube.com/user/origami768\ninstagram https://instagram.com/crazyrussianhacker/\nfacebook - https://www.facebook.com/CrazyRussianHacker\n\nDON'T TRY THIS AT HOME!\n\nBusiness email: crh.inquire@gmail.com\n\nFAN MAIL:  \nCRAZY RUSSIAN HACKER\nP.O. Box 49\nWaynesville, NC 28786\n\nDISCLAIMER: In this video description contains affiliate links, which means that if you click on one of the product links, I’ll receive a small commission."
puqaWrEC7tY,17.14.11,"Nickelback Lyrics: Real or Fake?","Good Mythical Morning",24,2017-11-13T11:00:04.000Z,"rhett and link"|"gmm"|"good mythical morning"|"rhett and link good mythical morning"|"good mythical morning rhett and link"|"mythical morning"|"Season 12"|"nickelback lyrics"|"nickelback lyrics real or fake"|"nickelback"|"nickelback songs"|"nickelback song"|"rhett link nickelback"|"gmm nickelback"|"lyrics (website category)"|"nickelback (musical group)"|"rock"|"music"|"lyrics"|"chad kroeger"|"canada"|"music (industry)"|"mythical"|"gmm challenge"|"comedy"|"funny"|"challenge",343168,10172,666,2146,https://i.ytimg.com/vi/puqaWrEC7tY/default.jpg,False,False,False,"Today we find out if Link is a Nickelback amateur or a secret Nickelback devotee. GMM #1218\nDon't miss an all new Ear Biscuits: https://goo.gl/xeZNQt\nWatch Part 4: https://youtu.be/MhCdiiB8CQg | Watch Part 2: https://youtu.be/7qiOrNao9fg\nWatch today's episode from the start: http://bit.ly/GMM1218\n\nPick up all of the official GMM merch only at https://mythical.store\n\nFollow Rhett & Link: \nInstagram: https://instagram.com/rhettandlink\nFacebook: https://facebook.com/rhettandlink\nTwitter: https://twitter.com/rhettandlink\nTumblr: https://rhettandlink.tumblr.com\nSnapchat: @realrhettlink\nWebsite: https://mythical.co/\n\nCheck Out Our Other Mythical Channels:\nGood Mythical MORE: https://youtube.com/goodmythicalmore\nRhett & Link: https://youtube.com/rhettandlink\nThis Is Mythical: https://youtube.com/thisismythical\nEar Biscuits: https://applepodcasts.com/earbiscuits\n\nWant to send us something? https://mythical.co/contact\nHave you made a Wheel of Mythicality intro video? Submit it here: https://bit.ly/GMMWheelIntro\n\nIntro Animation by Digital Twigs: https://www.digitaltwigs.com\nIntro & Outro Music by Jeff Zeigler & Sarah Schimeneck https://www.jeffzeigler.com\nWheel of Mythicality theme: https://www.royaltyfreemusiclibrary.com/\nAll Supplemental Music fromOpus 1 Music: https://opus1.sourceaudio.com/\nWe use ‘The Mouse’ by Blue Microphones https://www.bluemic.com/mouse/"
6H3wVsceoS0,17.14.11,"Smart Girl Shows How to Build Candy Dispenser","The Q",22,2017-11-11T02:00:00.000Z,"smart girl"|"girl"|"how to"|"smart girl shows"|"how to make"|"how to build"|"candy"|"dispenser"|"family friendly"|"for family"|"for kids"|"kids"|"candy dispenser"|"spring"|"popsicle stick"|"m&m's"|"skittles"|"tic tac"|"tic-tac"|"nerds"|"craft"|"crafting"|"girl shows"|"smart"|"idea"|"great idea"|"bright idea"|"the q",3905245,53072,2437,1979,https://i.ytimg.com/vi/6H3wVsceoS0/default.jpg,False,False,False,"Smart Girl Shows How to Build Candy Dispenser\n\nThis is second episode of The Q Girls!\n\nIn this video you could learn how to make amazing candy dispenser. You need some cardboard, popsicle sticks, spring, acrylic glass and of course a lot of candys! You can used M&M's, Skittles, Nerds, Tic Tac and any other small candys. This is family friendly machine that will impress everyone :)\n\nIf you like this video don't forget to subscribe :)\n\nMusic:\nBright Wish Kevin MacLeod. Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\nhttp://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100377.\nhttp://incompetech.com/\nBeach Bum - Happy Rock Kevin MacLeod. Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\nhttp://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100347.\nhttp://incompetech.com/\nDirt Road Traveler Audionautix. Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/).\nhttp://audionautix.com/"
